288,16.20
288,24.30
288,32.18
288,39.85
288,47.31
288,54.63
289,61.75
288,68.69
289,75.47
288,82.06
289,88.50
289,94.79
289,100.92
289,106.96
289,112.84
289,118.57
288,124.13
288,129.57
289,134.89
288,140.04
289,145.09
288,149.97
288,154.74
288,159.39
288,163.94
289,168.38
288,172.69
288,176.87
288,180.96
288,184.95
289,188.86
288,192.65
288,196.34
288,199.94
289,203.47
288,206.88
288,210.22
288,213.46
288,216.62
289,219.73
291,222.82
289,225.76
288,228.61
289,231.41
289,234.15
298,237.04
290,239.65
291,242.22
289,244.67
299,247.32
301,249.95
289,252.22
289,254.42
294,256.69
311,259.34
301,261.67
290,263.66
289,265.57
302,267.77
333,270.70
306,272.86
305,274.94
294,276.70
315,278.94
330,281.51
314,283.60
304,285.39
294,286.88
332,289.29
325,291.47
320,293.46
298,294.84
315,296.62
348,299.20
319,300.97
307,302.39
294,303.45
322,305.19
338,307.30
311,308.66
310,309.97
302,311.03
348,313.24
337,315.12
324,316.61
312,317.76
309,318.81
360,321.12
342,322.92
318,324.07
308,324.93
327,326.25
350,328.13
322,329.24
326,330.43
318,331.38
337,332.80
354,334.61
323,335.58
313,336.28
318,337.08
346,338.58
338,339.84
322,340.66
303,340.97
322,341.76
372,343.79
339,344.94
319,345.55
299,345.64
331,346.53
342,347.69
330,348.51
314,348.90
303,349.01
349,350.27
344,351.39
312,351.66
308,351.82
335,352.66
356,354.02
318,354.37
321,354.79
319,355.15
335,355.91
354,357.13
321,357.48
321,357.83
325,358.26
349,359.30
354,360.43
340,361.18
328,361.61
308,361.52
361,362.78
343,363.55
328,363.91
314,363.92
326,364.22
368,365.59
338,366.16
322,366.31
315,366.27
359,367.36
361,368.46
319,368.48
325,368.64
319,368.65
356,369.60
344,370.22
314,370.06
312,369.85
331,370.14
368,371.35
324,371.42
329,371.61
309,371.29
346,371.92
354,372.74
328,372.87
324,372.90
316,372.72
352,373.47
352,374.19
331,374.36
325,374.38
319,374.24
363,375.23
351,375.88
323,375.81
318,375.61
358,376.43
356,377.18
328,377.20
330,377.27
312,376.89
349,377.45
347,377.94
335,378.12
324,378.02
317,377.74
361,378.58
333,378.69
316,378.37
308,377.85
337,378.09
361,378.92
329,378.92
322,378.75
319,378.50
353,379.12
348,379.60
317,379.28
320,379.05
325,378.94
347,379.40
341,379.70
332,379.76
312,379.30
329,379.30
371,380.35
338,380.55
321,380.31
309,379.76
330,379.77
359,380.51
334,380.60
317,380.26
311,379.77
357,380.46
341,380.73
322,380.51
311,380.01
319,379.73
362,380.55
343,380.87
315,380.47
309,379.92
345,380.30
357,380.98
326,380.85
323,380.66
319,380.36
347,380.78
357,381.45
337,381.59
321,381.32
316,380.93
359,381.65
337,381.78
331,381.76
306,381.11
325,380.95
371,381.97
325,381.79
314,381.34
319,381.03
347,381.43
344,381.75
326,381.60
307,380.98
314,380.55
358,381.25
345,381.60
320,381.30
320,381.01
337,381.17
368,382.10
333,382.12
330,382.07
309,381.49
337,381.63
357,382.27
331,382.24
318,381.88
306,381.22
339,381.42
360,382.14
325,381.96
315,381.53
322,381.29
363,382.10
333,382.12
315,381.68
311,381.16
329,381.10
361,381.86
329,381.79
326,381.64
318,381.29
350,381.77
351,382.26
345,382.58
319,382.24
314,381.77
369,382.72
341,382.93
320,382.60
315,382.15
340,382.35
352,382.85
334,382.88
332,382.86
325,382.66
353,383.17
364,383.95
326,383.75
315,383.28
333,383.27
359,383.92
342,384.13
327,383.95
311,383.37
326,383.18
368,384.06
322,383.76
324,383.51
323,383.24
345,383.54
354,384.06
340,384.21
331,384.13
320,383.77
359,384.41
355,384.93
335,384.94
313,384.38
328,384.22
358,384.82
336,384.85
315,384.35
310,383.73
341,383.92
355,384.45
330,384.34
330,384.23
323,383.94
347,384.27
349,384.65
335,384.66
325,384.41
329,384.27
354,384.77
346,385.06
330,384.93
309,384.27
325,384.04
367,384.88
340,385.01
319,384.60
310,383.98
346,384.28
354,384.78
344,385.02
328,384.84
321,384.49
365,385.26
368,386.10
320,385.69
311,385.06
323,384.76
359,385.37
326,385.13
320,384.75
316,384.27
345,384.54
358,385.14
326,384.91
321,384.55
322,384.23
344,384.48
351,384.90
324,384.63
307,383.92
320,383.57
364,384.34
344,384.59
318,384.17
309,383.53
347,383.87
358,384.48
331,384.39
324,384.13
312,383.57
345,383.86
353,384.34
338,384.44
322,384.12
319,383.74
352,384.20
345,384.47
318,384.06
309,383.42
325,383.21
378,384.35
342,384.54
313,384.00
304,383.24
333,383.23
360,383.91
338,384.02
327,383.84
330,383.74
350,384.15
338,384.25
315,383.76
313,383.23
324,383.00
369,383.91
338,384.01
335,384.04
307,383.35
340,383.52
342,383.74
319,383.36
315,382.90
310,382.32
344,382.61
372,383.61
332,383.57
303,382.79
327,382.65
349,383.06
