3/10/2023,22:16:6,113,44
3/10/2023,22:17:6,121,47
3/10/2023,22:18:6,121,49
3/10/2023,22:16:6,184,197
3/10/2023,22:17:6,174,82
3/10/2023,22:18:6,116,56
3/10/2023,22:19:6,99,41
3/10/2023,22:20:6,163,73
3/10/2023,22:21:7,206,84
3/10/2023,22:22:7,246,127
3/10/2023,22:16:6,345,221
3/10/2023,22:17:6,310,147
3/10/2023,22:16:6,243,217
3/10/2023,22:16:6,495,232
3/10/2023,22:17:6,416,228
3/10/2023,22:16:6,257,214
3/10/2023,22:17:6,314,189
3/10/2023,22:18:7,336,187
3/10/2023,22:19:7,344,183
3/10/2023,22:20:8,358,176
3/10/2023,22:21:8,320,192
3/10/2023,22:22:9,352,149
3/10/2023,22:23:10,364,155
3/10/2023,22:24:10,339,154
3/10/2023,22:25:11,368,151
3/10/2023,22:26:11,374,153
3/10/2023,22:27:12,370,150
3/10/2023,22:28:13,334,144
3/10/2023,22:29:14,372,151
3/10/2023,22:30:15,376,157
3/10/2023,22:31:15,366,144
3/10/2023,22:32:16,372,148
3/10/2023,22:33:17,353,140
3/10/2023,22:34:18,19,143
3/10/2023,22:35:19,216,163
3/10/2023,22:36:20,354,137
3/10/2023,22:37:21,366,140
3/10/2023,22:38:22,372,142
3/10/2023,22:39:23,367,195
3/10/2023,22:40:24,351,131
3/10/2023,22:41:25,334,120
3/10/2023,22:42:26,380,136
3/10/2023,22:43:28,376,141
3/10/2023,22:44:29,360,122
3/10/2023,22:45:30,375,142
3/10/2023,22:46:31,349,137
3/10/2023,22:47:33,361,138
3/10/2023,22:48:34,365,141
3/10/2023,22:49:35,380,147
3/10/2023,22:50:37,377,149
3/10/2023,22:51:38,383,144
3/10/2023,22:52:39,378,137
3/10/2023,22:53:41,360,128
3/10/2023,22:54:42,367,142
3/10/2023,22:55:44,351,138
3/10/2023,22:56:45,369,143
3/10/2023,22:57:47,366,139
3/10/2023,22:58:49,366,155
3/10/2023,22:59:50,374,127
3/10/2023,23:0:52,369,137
3/10/2023,23:1:54,373,129
3/10/2023,23:2:55,376,140
3/10/2023,23:3:57,363,140
3/10/2023,23:4:59,370,136
3/10/2023,23:6:1,376,147
3/10/2023,23:7:3,373,148
3/10/2023,23:8:4,375,147
3/10/2023,23:9:6,372,144
3/10/2023,23:10:8,378,155
3/10/2023,23:11:10,387,143
3/10/2023,23:12:12,381,150
3/10/2023,23:13:14,376,148
3/10/2023,23:14:16,381,141
3/10/2023,23:15:18,374,136
3/10/2023,23:16:20,375,146
3/10/2023,23:17:22,380,183
3/10/2023,23:18:25,364,138
3/10/2023,23:19:27,359,130
3/10/2023,23:20:29,377,123
3/10/2023,23:21:31,373,134
3/10/2023,23:22:33,373,136
3/10/2023,23:23:36,370,138
3/10/2023,23:24:38,362,135
3/10/2023,23:25:40,375,145
3/10/2023,23:26:43,372,139
3/10/2023,23:27:45,368,146
3/10/2023,23:28:48,338,138
3/10/2023,23:29:50,380,141
3/10/2023,23:30:53,378,142
3/10/2023,23:31:55,385,144
3/10/2023,23:32:58,388,147
3/10/2023,23:34:0,378,146
3/10/2023,23:35:3,381,147
3/10/2023,23:36:6,386,150
3/10/2023,23:37:8,370,162
3/10/2023,23:38:11,366,123
3/10/2023,23:39:14,373,140
3/10/2023,23:40:16,367,133
3/10/2023,23:41:19,356,123
3/10/2023,23:42:22,374,145
3/10/2023,23:43:25,386,144
3/10/2023,23:44:28,338,130
3/10/2023,23:45:31,368,133
3/10/2023,23:46:34,378,150
3/10/2023,23:47:37,372,149
3/10/2023,23:48:40,380,144
3/10/2023,23:49:43,381,137
3/10/2023,23:50:46,387,150
3/10/2023,23:51:49,390,146
3/10/2023,23:52:52,383,139
3/10/2023,23:53:55,390,148
3/10/2023,23:54:58,376,143
3/10/2023,23:56:1,363,183
3/10/2023,23:57:5,375,137
3/10/2023,23:58:8,381,138
3/10/2023,23:59:11,372,132
4/10/2023,0:0:14,377,142
4/10/2023,0:1:18,375,134
4/10/2023,0:2:21,385,148
4/10/2023,0:3:24,378,136
4/10/2023,0:4:28,403,149
4/10/2023,0:5:31,367,139
4/10/2023,0:6:35,383,141
4/10/2023,0:7:38,375,143
4/10/2023,0:8:42,361,139
4/10/2023,0:9:45,382,147
4/10/2023,0:10:49,388,154
4/10/2023,0:11:53,390,145
4/10/2023,0:12:56,385,135
4/10/2023,0:14:0,379,139
4/10/2023,0:15:4,361,136
4/10/2023,0:16:7,390,171
4/10/2023,0:17:11,387,152
4/10/2023,0:18:15,364,132
4/10/2023,0:19:19,370,134
4/10/2023,0:20:22,345,136
4/10/2023,0:21:26,379,145
4/10/2023,0:22:30,372,136
4/10/2023,0:23:34,341,131
4/10/2023,0:24:38,390,146
4/10/2023,0:25:42,371,138
4/10/2023,0:26:46,389,143
4/10/2023,0:27:50,376,138
4/10/2023,0:28:54,396,146
4/10/2023,0:29:58,377,131
4/10/2023,0:31:2,384,150
4/10/2023,0:32:6,378,145
4/10/2023,0:33:10,398,148
4/10/2023,0:34:15,395,151
4/10/2023,0:35:19,394,147
4/10/2023,0:36:23,389,166
4/10/2023,0:37:27,375,149
4/10/2023,0:38:32,386,129
4/10/2023,0:39:36,379,135
4/10/2023,0:40:40,377,135
4/10/2023,0:41:45,385,142
4/10/2023,0:42:49,377,149
4/10/2023,0:43:54,388,145
4/10/2023,0:44:58,386,144
4/10/2023,0:46:3,379,146
4/10/2023,0:47:7,386,148
4/10/2023,0:48:12,389,153
4/10/2023,0:49:16,381,139
4/10/2023,0:50:21,393,157
4/10/2023,0:51:26,380,142
4/10/2023,0:52:30,384,142
4/10/2023,0:53:35,392,145
4/10/2023,0:54:40,393,145
4/10/2023,0:55:44,393,153
4/10/2023,0:56:49,393,151
4/10/2023,0:57:54,384,156
4/10/2023,0:58:59,377,132
4/10/2023,1:0:4,375,125
4/10/2023,1:1:9,373,132
4/10/2023,1:2:13,400,149
4/10/2023,1:3:18,377,140
4/10/2023,1:4:23,383,152
4/10/2023,1:5:28,381,135
4/10/2023,1:6:33,390,144
4/10/2023,1:7:38,378,143
4/10/2023,1:8:43,384,139
4/10/2023,1:9:49,393,147
4/10/2023,1:10:54,386,143
4/10/2023,1:11:59,380,142
4/10/2023,1:13:4,361,137
4/10/2023,1:14:9,383,141
4/10/2023,1:15:14,385,140
4/10/2023,1:16:20,396,150
4/10/2023,1:17:25,383,139
4/10/2023,1:18:30,377,154
4/10/2023,1:19:36,377,129
4/10/2023,1:20:41,382,132
4/10/2023,1:21:47,384,142
4/10/2023,1:22:52,388,145
4/10/2023,1:23:57,391,141
4/10/2023,1:25:3,380,141
4/10/2023,1:26:8,360,137
4/10/2023,1:27:14,391,142
4/10/2023,1:28:20,373,144
4/10/2023,1:29:25,392,154
4/10/2023,1:30:31,386,141
4/10/2023,1:31:36,379,131
4/10/2023,1:32:42,402,153
4/10/2023,1:33:48,391,149
4/10/2023,1:34:54,387,141
4/10/2023,1:35:59,363,140
4/10/2023,1:37:5,396,143
4/10/2023,1:38:11,400,148
4/10/2023,1:39:17,385,183
4/10/2023,1:40:23,380,136
4/10/2023,1:41:29,384,137
4/10/2023,1:42:35,395,136
4/10/2023,1:43:41,372,131
4/10/2023,1:44:47,384,137
4/10/2023,1:45:53,390,142
4/10/2023,1:46:59,398,144
4/10/2023,1:48:5,401,154
4/10/2023,1:49:11,393,137
4/10/2023,1:50:17,401,154
4/10/2023,1:51:23,398,141
4/10/2023,1:52:29,396,146
4/10/2023,1:53:36,390,156
4/10/2023,1:54:42,388,136
4/10/2023,1:55:48,381,145
4/10/2023,1:56:54,385,150
4/10/2023,1:58:1,375,142
4/10/2023,1:59:7,389,138
4/10/2023,2:0:13,389,204
4/10/2023,2:1:20,357,125
4/10/2023,2:2:26,380,134
4/10/2023,2:3:33,386,138
4/10/2023,2:4:39,400,137
